Year,State,District,Total_Male,Male_Below_12_years,Male_12_years_&_Above_Below_16_years,Male_16_years_&_Above_Below_18_years,Male_Children,Male_18_years_&_Above,Total_Female,Female_Below_12_years,Female_12_years_&_Above_Below_16_years,Female_16_years_&_Above_Below_18_years,Female_Children,Female_18_years_&_Above,Total_Transgender,Transgender_Below_12_years,Transgender_12_years_&_Above_Below_16_years,Transgender_16_years_&_Above_Below_18_years,Transgender_Children,Transgender_18_years_&_Above,Grand_Total,Total_Below_12_years,Total_12_years_&_Above_Below_14_years,Total_14_years_&_Above_Below_18_years,Total_Children,Total_18_years_&_Above
2020-21,Tripura,Kowai,50,2,0,0,2,48,84,2,0,0,2,82,0,0,0,0,0,0,134,4,0,0,4,130
2020-21,Tripura,North,4,0,1,0,1,3,18,0,9,0,9,9,0,0,0,0,0,0,22,0,10,0,10,12
2020-21,Tripura,Sipahijala,30,0,1,0,1,29,79,0,9,4,13,66,0,0,0,0,0,0,109,0,10,4,14,95
2020-21,Tripura,South,69,3,5,4,12,57,163,3,4,9,16,147,0,0,0,0,0,0,232,6,9,13,28,204
2020-21,Tripura,Unakoti,27,2,1,0,3,24,78,0,8,8,16,62,0,0,0,0,0,0,105,2,9,8,19,86
2020-21,Tripura,West,177,6,4,2,12,165,433,12,18,14,44,389,0,0,0,0,0,0,610,18,22,16,56,554
2020-21,Tripura,Total Districts ,424,14,13,6,33,391,1196,19,52,49,120,1076,0,0,0,0,0,0,1620,33,65,55,153,1467
2020-21,Uttar Pradesh,Agra,306,4,23,10,37,269,366,3,15,28,46,320,0,0,0,0,0,0,672,7,38,38,83,589
2020-21,Uttar Pradesh,Aligarh,87,1,5,4,10,77,91,2,3,1,6,85,0,0,0,0,0,0,178,3,8,5,16,162
2020-21,Uttar Pradesh,Prayagraj,139,4,2,15,21,118,221,4,4,52,60,161,0,0,0,0,0,0,360,8,6,67,81,279
2020-21,Uttar Pradesh,Ambedkar Nagar,46,0,0,2,2,44,43,0,0,8,8,35,0,0,0,0,0,0,89,0,0,10,10,79
2020-21,Uttar Pradesh,Amethi,19,0,3,3,6,13,41,1,3,9,13,28,0,0,0,0,0,0,60,1,6,12,19,41
2020-21,Uttar Pradesh,Amroha,6,0,0,6,6,0,37,12,25,0,37,0,0,0,0,0,0,0,43,12,25,6,43,0
2020-21,Uttar Pradesh,Auraiya,26,2,1,6,9,17,14,0,3,11,14,0,0,0,0,0,0,0,40,2,4,17,23,17
2020-21,Uttar Pradesh,Azamgarh,138,0,0,14,14,124,268,0,0,23,23,245,0,0,0,0,0,0,406,0,0,37,37,369
2020-21,Uttar Pradesh,Badaun,57,2,2,3,7,50,79,0,0,0,0,79,0,0,0,0,0,0,136,2,2,3,7,129
2020-21,Uttar Pradesh,Baghpat,63,1,0,0,1,62,100,0,0,8,8,92,0,0,0,0,0,0,163,1,0,8,9,154
2020-21,Uttar Pradesh,Bahraich,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-21,Uttar Pradesh,Ballia,71,6,1,1,8,63,102,0,5,19,24,78,0,0,0,0,0,0,173,6,6,20,32,141
2020-21,Uttar Pradesh,Balrampur,32,3,0,0,3,29,158,1,0,56,57,101,0,0,0,0,0,0,190,4,0,56,60,130
2020-21,Uttar Pradesh,Banda,20,5,5,9,19,1,112,17,12,36,65,47,0,0,0,0,0,0,132,22,17,45,84,48
2020-21,Uttar Pradesh,Barabanki,62,3,4,17,24,38,83,0,6,12,18,65,0,0,0,0,0,0,145,3,10,29,42,103
2020-21,Uttar Pradesh,Bareilly,57,0,3,2,5,52,110,4,31,14,49,61,0,0,0,0,0,0,167,4,34,16,54,113
2020-21,Uttar Pradesh,Basti,4,1,1,2,4,0,128,0,10,22,32,96,0,0,0,0,0,0,132,1,11,24,36,96
2020-21,Uttar Pradesh,Bijnor,87,2,2,0,4,83,122,0,4,2,6,116,0,0,0,0,0,0,209,2,6,2,10,199
2020-21,Uttar Pradesh,Bulandshahar,50,3,7,3,13,37,94,1,11,4,16,78,0,0,0,0,0,0,144,4,18,7,29,115
2020-21,Uttar Pradesh,Chandoli,51,2,3,2,7,44,70,0,1,13,14,56,0,0,0,0,0,0,121,2,4,15,21,100
2020-21,Uttar Pradesh,Chitrakoot,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-21,Uttar Pradesh,Deoria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-21,Uttar Pradesh,Etah,4,1,1,2,4,0,69,0,0,7,7,62,0,0,0,0,0,0,73,1,1,9,11,62
2020-21,Uttar Pradesh,Etawah,44,2,10,6,18,26,103,1,18,16,35,68,0,0,0,0,0,0,147,3,28,22,53,94
2020-21,Uttar Pradesh,Ayodhya,47,0,5,4,9,38,62,0,1,16,17,45,0,0,0,0,0,0,109,0,6,20,26,83
2020-21,Uttar Pradesh,Fatehgarh,26,0,0,0,0,26,36,0,0,0,0,36,0,0,0,0,0,0,62,0,0,0,0,62
2020-21,Uttar Pradesh,Fatehpur,77,5,9,0,14,63,182,4,13,6,23,159,0,0,0,0,0,0,259,9,22,6,37,222
2020-21,Uttar Pradesh,Firozabad,30,4,2,12,18,12,48,6,6,10,22,26,0,0,0,0,0,0,78,10,8,22,40,38
2020-21,Uttar Pradesh,GRP,45,1,3,13,17,28,33,0,0,4,4,29,0,0,0,0,0,0,78,1,3,17,21,57
2020-21,Uttar Pradesh,Gautambudh Nagar,395,14,75,124,213,182,682,7,102,275,384,298,0,0,0,0,0,0,1077,21,177,399,597,480
2020-21,Uttar Pradesh,Ghaziabad,195,9,14,5,28,167,247,8,44,12,64,183,0,0,0,0,0,0,442,17,58,17,92,350
2020-21,Uttar Pradesh,Ghazipur,8,0,3,5,8,0,18,0,10,8,18,0,0,0,0,0,0,0,26,0,13,13,26,0
2020-21,Uttar Pradesh,Gonda,34,0,7,0,7,27,77,2,13,3,18,59,0,0,0,0,0,0,111,2,20,3,25,86
2020-21,Uttar Pradesh,Gorakhpur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-21,Uttar Pradesh,Hamirpur,16,0,11,2,13,3,102,0,30,33,63,39,0,0,0,0,0,0,118,0,41,35,76,42
2020-21,Uttar Pradesh,Hapur,35,0,0,2,2,33,42,0,0,6,6,36,0,0,0,0,0,0,77,0,0,8,8,69
2020-21,Uttar Pradesh,Hardoi,30,6,2,3,11,19,38,4,7,15,26,12,0,0,0,0,0,0,68,10,9,18,37,31
2020-21,Uttar Pradesh,Hathras,24,0,5,0,5,19,47,3,3,0,6,41,0,0,0,0,0,0,71,3,8,0,11,60
2020-21,Uttar Pradesh,Jalaun,24,2,0,0,2,22,83,0,11,36,47,36,0,0,0,0,0,0,107,2,11,36,49,58
2020-21,Uttar Pradesh,Jaunpur,33,1,3,1,5,28,54,0,7,5,12,42,0,0,0,0,0,0,87,1,10,6,17,70
2020-21,Uttar Pradesh,Jhansi,38,1,20,4,25,13,36,0,17,5,22,14,0,0,0,0,0,0,74,1,37,9,47,27
2020-21,Uttar Pradesh,Kannauj,39,1,4,3,8,31,80,3,14,18,35,45,0,0,0,0,0,0,119,4,18,21,43,76
2020-21,Uttar Pradesh,Kanpur Dehat,27,0,27,0,27,0,30,0,25,0,25,5,0,0,0,0,0,0,57,0,52,0,52,5
2020-21,Uttar Pradesh,Kanpur Commissionarate,184,9,16,16,41,143,166,7,12,17,36,130,0,0,0,0,0,0,350,16,28,33,77,273
2020-21,Uttar Pradesh,Kasganj,45,2,1,0,3,42,41,0,1,4,5,36,0,0,0,0,0,0,86,2,2,4,8,78
2020-21,Uttar Pradesh,Kaushambi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-21,Uttar Pradesh,Khiri,30,0,2,25,27,3,51,1,4,38,43,8,0,0,0,0,0,0,81,1,6,63,70,11
2020-21,Uttar Pradesh,Kushi Nagar,2,2,0,0,2,0,29,2,11,5,18,11,0,0,0,0,0,0,31,4,11,5,20,11
2020-21,Uttar Pradesh,Lalitpur,8,0,3,0,3,5,66,0,34,0,34,32,0,0,0,0,0,0,74,0,37,0,37,37
2020-21,Uttar Pradesh,Lucknow Commissionarate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-21,Uttar Pradesh,Maharajganj,3,1,1,0,2,1,31,0,7,2,9,22,0,0,0,0,0,0,34,1,8,2,11,23
2020-21,Uttar Pradesh,Mahoba,4,2,2,0,4,0,13,0,5,8,13,0,0,0,0,0,0,0,17,2,7,8,17,0
2020-21,Uttar Pradesh,Mainpuri,24,6,18,0,24,0,44,1,13,30,44,0,0,0,0,0,0,0,68,7,31,30,68,0
2020-21,Uttar Pradesh,Mathura,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-21,Uttar Pradesh,Mau,25,0,6,0,6,19,40,0,6,0,6,34,0,0,0,0,0,0,65,0,12,0,12,53
2020-21,Uttar Pradesh,Meerut,110,0,0,10,10,100,109,0,0,8,8,101,0,0,0,0,0,0,219,0,0,18,18,201
2020-21,Uttar Pradesh,Mirzapur,45,2,5,4,11,34,77,1,12,4,17,60,0,0,0,0,0,0,122,3,17,8,28,94
2020-21,Uttar Pradesh,Moradabad,263,0,23,200,223,40,268,0,41,100,141,127,0,0,0,0,0,0,531,0,64,300,364,167
2020-21,Uttar Pradesh,Muzaffarnagar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-21,Uttar Pradesh,Pilibhit,60,0,2,0,2,58,67,0,0,2,2,65,0,0,0,0,0,0,127,0,2,2,4,123
2020-21,Uttar Pradesh,Pratapgarh,25,0,0,25,25,0,32,0,0,32,32,0,0,0,0,0,0,0,57,0,0,57,57,0
2020-21,Uttar Pradesh,Raibareilly,25,2,2,3,7,18,63,0,5,18,23,40,0,0,0,0,0,0,88,2,7,21,30,58
2020-21,Uttar Pradesh,Rampur,1,0,0,1,1,0,2,0,0,2,2,0,0,0,0,0,0,0,3,0,0,3,3,0
2020-21,Uttar Pradesh,Saharanpur,72,1,4,3,8,64,83,0,1,9,10,73,0,0,0,0,0,0,155,1,5,12,18,137
2020-21,Uttar Pradesh,Sambhal,10,0,2,0,2,8,21,0,2,1,3,18,0,0,0,0,0,0,31,0,4,1,5,26
2020-21,Uttar Pradesh,Sant Kabirnagar,27,0,3,0,3,24,66,0,0,0,0,66,0,0,0,0,0,0,93,0,3,0,3,90
2020-21,Uttar Pradesh,Shahjahanpur,94,2,1,4,7,87,87,0,1,25,26,61,0,0,0,0,0,0,181,2,2,29,33,148
2020-21,Uttar Pradesh,Shamli,51,3,3,2,8,43,40,0,0,4,4,36,0,0,0,0,0,0,91,3,3,6,12,79
2020-21,Uttar Pradesh,Shrawasti,7,0,4,3,7,0,12,1,1,4,6,6,0,0,0,0,0,0,19,1,5,7,13,6
2020-21,Uttar Pradesh,Sidharthnagar,45,1,2,3,6,39,85,0,2,7,9,76,0,0,0,0,0,0,130,1,4,10,15,115
2020-21,Uttar Pradesh,Sitapur,364,193,0,8,201,163,400,214,3,6,223,177,0,0,0,0,0,0,764,407,3,14,424,340
2020-21,Uttar Pradesh,Sonbhadra,43,1,0,2,3,40,94,2,0,12,14,80,0,0,0,0,0,0,137,3,0,14,17,120
2020-21,Uttar Pradesh,Bhadohi,64,2,11,13,26,38,15,1,5,9,15,0,0,0,0,0,0,0,79,3,16,22,41,38
2020-21,Uttar Pradesh,Sultanpur,18,0,0,3,3,15,34,1,0,8,9,25,0,0,0,0,0,0,52,1,0,11,12,40
2020-21,Uttar Pradesh,Unnao,65,5,3,3,11,54,91,4,9,15,28,63,0,0,0,0,0,0,156,9,12,18,39,117
2020-21,Uttar Pradesh,Varanasi Commissionarate,151,0,8,7,15,136,161,0,10,17,27,134,0,0,0,0,0,0,312,0,18,24,42,270
2020-21,Uttar Pradesh,Lucknow Grameen,30,0,16,0,16,14,16,0,8,8,16,0,0,0,0,0,0,0,46,0,24,8,32,14
2020-21,Uttar Pradesh,Kanpur Outer,26,0,4,6,10,16,41,0,1,4,5,36,0,0,0,0,0,0,67,0,5,10,15,52
2020-21,Uttar Pradesh,Vasanasi Dehat,7,0,2,1,3,4,15,0,3,7,10,5,0,0,0,0,0,0,22,0,5,8,13,9
2020-21,Uttar Pradesh,Total Districts ,4420,320,407,627,1354,3066,6668,318,651,1199,2168,4500,0,0,0,0,0,0,11088,638,1058,1826,3522,7566
2020-21,Uttarakhand,Almora,39,0,1,4,5,34,35,0,3,7,10,25,0,0,0,0,0,0,74,0,4,11,15,59
2020-21,Uttarakhand,Bageshwar,31,0,2,3,5,26,42,0,2,6,8,34,0,0,0,0,0,0,73,0,4,9,13,60
2020-21,Uttarakhand,Chamoli,218,0,2,5,7,211,39,1,2,5,8,31,0,0,0,0,0,0,257,1,4,10,15,242
2020-21,Uttarakhand,Champawat,31,0,0,9,9,22,32,0,0,9,9,23,0,0,0,0,0,0,63,0,0,18,18,45
2020-21,Uttarakhand,Dehradun,327,3,10,10,23,304,394,2,11,17,30,364,0,0,0,0,0,0,721,5,21,27,53,668
2020-21,Uttarakhand,Haridwar,401,3,20,40,63,338,420,0,40,41,81,339,0,0,0,0,0,0,821,3,60,81,144,677
2020-21,Uttarakhand,Nainital,186,5,10,25,40,146,242,4,35,35,74,168,0,0,0,0,0,0,428,9,45,60,114,314
2020-21,Uttarakhand,Pauri Garhwal,43,0,1,2,3,40,48,0,1,4,5,43,0,0,0,0,0,0,91,0,2,6,8,83
2020-21,Uttarakhand,Pithoragarh,21,0,2,5,7,14,31,0,7,10,17,14,0,0,0,0,0,0,52,0,9,15,24,28
2020-21,Uttarakhand,Rudra Prayag,10,0,0,0,0,10,16,1,1,0,2,14,0,0,0,0,0,0,26,1,1,0,2,24
2020-21,Uttarakhand,Tehri Garhwal,33,4,6,1,11,22,82,5,7,11,23,59,0,0,0,0,0,0,115,9,13,12,34,81
2020-21,Uttarakhand,Udhamsingh Nagar,253,4,16,32,52,201,476,13,50,70,133,343,0,0,0,0,0,0,729,17,66,102,185,544
2020-21,Uttarakhand,Uttarkashi,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
2020-21,Uttarakhand,GRP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-21,Uttarakhand,Cyber Cell,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-21,Uttarakhand,Total Districts ,1594,19,71,136,226,1368,1857,26,159,215,400,1457,0,0,0,0,0,0,3451,45,230,351,626,2825
2020-21,West Bengal,Alipurduar,297,7,7,8,22,275,809,2,52,84,138,671,0,0,0,0,0,0,1106,9,59,92,160,946
2020-21,West Bengal,Asansol-Durgapur PC,505,2,9,3,14,491,723,2,32,48,82,641,0,0,0,0,0,0,1228,4,41,51,96,1132
2020-21,West Bengal,Bankura,330,0,2,2,4,326,742,2,48,86,136,606,0,0,0,0,0,0,1072,2,50,88,140,932
2020-21,West Bengal,Barrackpur PC,604,10,24,16,50,554,812,4,79,80,163,649,0,0,0,0,0,0,1416,14,103,96,213,1203
2020-21,West Bengal,Bidhannagar PC,329,4,7,4,15,314,523,5,44,36,85,438,0,0,0,0,0,0,852,9,51,40,100,752
2020-21,West Bengal,Birbhum,281,2,2,1,5,276,551,1,23,42,66,485,0,0,0,0,0,0,832,3,25,43,71,761
2020-21,West Bengal,Coochbehar,416,3,11,18,32,384,1375,7,114,232,353,1022,0,0,0,0,0,0,1791,10,125,250,385,1406
2020-21,West Bengal,Dakshin Dinajpur,259,2,10,16,28,231,1014,3,21,227,251,763,0,0,0,0,0,0,1273,5,31,243,279,994
2020-21,West Bengal,Darjeeling,127,1,6,10,17,110,256,5,7,10,22,234,0,0,0,0,0,0,383,6,13,20,39,344
2020-21,West Bengal,Hooghly Rural Police,386,6,4,3,13,373,1050,6,66,90,162,888,0,0,0,0,0,0,1436,12,70,93,175,1261
2020-21,West Bengal,Howrah GRP,18,2,0,0,2,16,9,0,0,1,1,8,0,0,0,0,0,0,27,2,0,1,3,24
2020-21,West Bengal,Howrah PC,784,12,28,19,59,725,1081,24,114,125,263,818,1,0,0,0,0,1,1866,36,142,144,322,1544
2020-21,West Bengal,Howrah Rural,303,9,14,8,31,272,898,10,124,126,260,638,0,0,0,0,0,0,1201,19,138,134,291,910
2020-21,West Bengal,Jalpaiguri,322,0,1,6,7,315,947,0,55,133,188,759,0,0,0,0,0,0,1269,0,56,139,195,1074
2020-21,West Bengal,Jhargram,99,0,0,0,0,99,314,1,38,36,75,239,0,0,0,0,0,0,413,1,38,36,75,338
2020-21,West Bengal,Kharagpur GRP,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,2
2020-21,West Bengal,Kolkata,1774,49,100,47,196,1578,1882,34,246,236,516,1366,0,0,0,0,0,0,3656,83,346,283,712,2944
2020-21,West Bengal,Malda,591,15,48,52,115,476,1957,18,337,438,793,1164,0,0,0,0,0,0,2548,33,385,490,908,1640
2020-21,West Bengal,Murshidabad Police District,493,0,10,13,23,470,1414,0,98,155,253,1161,0,0,0,0,0,0,1907,0,108,168,276,1631
2020-21,West Bengal,Paschim Medinipur,456,5,8,10,23,433,1621,10,220,363,593,1028,0,0,0,0,0,0,2077,15,228,373,616,1461
2020-21,West Bengal,Purab Medinipur,393,25,9,5,39,354,1629,22,265,273,560,1069,0,0,0,0,0,0,2022,47,274,278,599,1423
2020-21,West Bengal,Purulia,163,0,4,1,5,158,380,0,16,37,53,327,0,0,0,0,0,0,543,0,20,38,58,485
2020-21,West Bengal,Sealdah GRP,4,0,0,0,0,4,12,0,1,1,2,10,0,0,0,0,0,0,16,0,1,1,2,14
2020-21,West Bengal,Siliguri GRP,2,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,3,1,0,0,1,2
2020-21,West Bengal,Siliguri PC,511,21,17,27,65,446,989,22,98,125,245,744,0,0,0,0,0,0,1500,43,115,152,310,1190
2020-21,West Bengal,Baruipur Police,616,16,22,14,52,564,1895,21,203,183,407,1488,0,0,0,0,0,0,2511,37,225,197,459,2052
2020-21,West Bengal,Chandannagar PC,337,1,6,3,10,327,486,0,30,38,68,418,0,0,0,0,0,0,823,1,36,41,78,745
2020-21,West Bengal,Diamond Harbour Police,415,6,5,12,23,392,795,5,55,50,110,685,0,0,0,0,0,0,1210,11,60,62,133,1077
2020-21,West Bengal,Kalimpong,60,0,0,7,7,53,120,0,0,20,20,100,0,0,0,0,0,0,180,0,0,27,27,153
2020-21,West Bengal,Purba Bardhaman,615,6,13,5,24,591,1590,6,206,172,384,1206,0,0,0,0,0,0,2205,12,219,177,408,1797
2020-21,West Bengal,Sundarban Police,214,9,10,6,25,189,795,3,99,151,253,542,0,0,0,0,0,0,1009,12,109,157,278,731
2020-21,West Bengal,Barasat,569,34,153,214,401,168,1524,148,674,413,1235,289,0,0,0,0,0,0,2093,182,827,627,1636,457
2020-21,West Bengal,Basirhat,405,0,0,0,0,405,0,0,0,0,0,0,0,0,0,0,0,0,405,0,0,0,0,405
2020-21,West Bengal,Bangaon,26,19,0,2,21,5,347,23,90,168,281,66,0,0,0,0,0,0,373,42,90,170,302,71
2020-21,West Bengal,Islampur,207,0,8,86,94,113,390,0,19,13,32,358,0,0,0,0,0,0,597,0,27,99,126,471
2020-21,West Bengal,Jangipur Police District,28,0,1,22,23,5,143,0,63,73,136,7,0,0,0,0,0,0,171,0,64,95,159,12
2020-21,West Bengal,Krishnagar,456,2,33,23,58,398,957,4,63,148,215,742,0,0,0,0,0,0,1413,6,96,171,273,1140
2020-21,West Bengal,Raiganj,192,3,8,3,14,178,579,1,34,42,77,502,0,0,0,0,0,0,771,4,42,45,91,680
2020-21,West Bengal,Ranaghat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-21,West Bengal,Total Districts ,13588,272,580,666,1518,12070,30611,389,3634,4455,8478,22133,1,0,0,0,0,1,44200,661,4214,5121,9996,34204
2020-21,AN Islands,South Andaman,37,1,2,0,3,34,42,1,8,7,16,26,0,0,0,0,0,0,79,2,10,7,19,60
2020-21,AN Islands,North & Middle Andaman,9,0,1,0,1,8,13,0,0,4,4,9,0,0,0,0,0,0,22,0,1,4,5,17
2020-21,AN Islands,Nicobar,5,0,1,0,1,4,1,0,0,0,0,1,0,0,0,0,0,0,6,0,1,0,1,5
2020-21,AN Islands,Total Districts ,51,1,4,0,5,46,56,1,8,11,20,36,0,0,0,0,0,0,107,2,12,11,25,82
2020-21,Chandigarh,Chandigarh,349,13,25,9,47,302,533,14,44,75,133,400,0,0,0,0,0,0,882,27,69,84,180,702
2020-21,Chandigarh,Total Districts ,349,13,25,9,47,302,533,14,44,75,133,400,0,0,0,0,0,0,882,27,69,84,180,702
2020-21,DN Haveli and Daman Diu,D&N Haveli,23,0,2,1,3,20,57,0,3,8,11,46,0,0,0,0,0,0,80,0,5,9,14,66
2020-21,DN Haveli and Daman Diu,Daman,17,1,0,0,1,16,30,0,4,0,4,26,0,0,0,0,0,0,47,1,4,0,5,42
2020-21,DN Haveli and Daman Diu,Diu,8,0,0,0,0,8,13,0,0,0,0,13,0,0,0,0,0,0,21,0,0,0,0,21
2020-21,DN Haveli and Daman Diu,Total Districts ,48,1,2,1,4,44,100,0,7,8,15,85,0,0,0,0,0,0,148,1,9,9,19,129
2020-21,Delhi,Central,404,28,41,25,94,310,484,25,86,61,172,312,0,0,0,0,0,0,888,53,127,86,266,622
2020-21,Delhi,Crime Branch,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-21,Delhi,East,474,29,39,21,89,385,665,16,145,60,221,444,0,0,0,0,0,0,1139,45,184,81,310,829
2020-21,Delhi,EOW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-21,Delhi,IGI Airport,8,0,0,0,0,8,3,0,0,0,0,3,0,0,0,0,0,0,11,0,0,0,0,11
2020-21,Delhi,Metro,6,0,0,0,0,6,3,0,0,0,0,3,0,0,0,0,0,0,9,0,0,0,0,9
2020-21,Delhi,New Delhi,75,2,18,5,25,50,62,0,7,6,13,49,0,0,0,0,0,0,137,2,25,11,38,99
2020-21,Delhi,North,435,21,46,16,83,352,526,7,67,98,172,354,0,0,0,0,0,0,961,28,113,114,255,706
2020-21,Delhi,North-East,893,48,80,36,164,729,1295,31,227,113,371,924,0,0,0,0,0,0,2188,79,307,149,535,1653
2020-21,Delhi,North-West,505,19,54,16,89,416,865,15,210,82,307,558,0,0,0,0,0,0,1370,34,264,98,396,974
2020-21,Delhi,Outer,871,22,81,47,150,721,1442,19,214,151,384,1058,0,0,0,0,0,0,2313,41,295,198,534,1779
2020-21,Delhi,RAILWAY,38,3,2,1,6,32,40,4,1,3,8,32,0,0,0,0,0,0,78,7,3,4,14,64
2020-21,Delhi,South,539,13,37,38,88,451,888,47,86,87,220,668,0,0,0,0,0,0,1427,60,123,125,308,1119
2020-21,Delhi,South-East,629,22,48,40,110,519,1019,17,190,191,398,621,0,0,0,0,0,0,1648,39,238,231,508,1140
2020-21,Delhi,South-West,450,22,33,24,79,371,828,15,129,116,260,568,0,0,0,0,0,0,1278,37,162,140,339,939
2020-21,Delhi,Spl Cell,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-21,Delhi,SPUWAC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-21,Delhi,Vigilance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-21,Delhi,West,509,25,26,8,59,450,752,26,147,90,263,489,0,0,0,0,0,0,1261,51,173,98,322,939
2020-21,Delhi,Rohini,641,57,38,51,146,495,1004,45,146,153,344,660,0,0,0,0,0,0,1645,102,184,204,490,1155
2020-21,Delhi,Shahdara,495,18,28,10,56,439,583,8,105,46,159,424,0,0,0,0,0,0,1078,26,133,56,215,863
2020-21,Delhi,Dwarka,778,25,57,44,126,652,1255,10,151,205,366,889,0,0,0,0,0,0,2033,35,208,249,492,1541
2020-21,Delhi,Outer North,888,50,111,73,234,654,1358,42,253,221,516,842,0,0,0,0,0,0,2246,92,364,294,750,1496
2020-21,Delhi,Total Districts ,8638,404,739,455,1598,7040,13072,327,2164,1683,4174,8898,0,0,0,0,0,0,21710,731,2903,2138,5772,15938
2020-21,Ladakh,Kargil,6,0,0,0,0,6,4,0,0,0,0,4,0,0,0,0,0,0,10,0,0,0,0,10
2020-21,Ladakh,Leh,13,0,0,0,0,13,1,0,0,0,0,1,0,0,0,0,0,0,14,0,0,0,0,14
2020-21,Ladakh,Total Districts ,19,0,0,0,0,19,5,0,0,0,0,5,0,0,0,0,0,0,24,0,0,0,0,24
2020-21,Lakshadweep,Lakshadweep,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-21,Lakshadweep,Total Districts ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-21,Puducherry,Karaikal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-21,Puducherry,Puducherry,86,4,2,4,10,76,179,9,2,14,25,154,0,0,0,0,0,0,265,13,4,18,35,230
2020-21,Puducherry,Total Districts ,86,4,2,4,10,76,179,9,2,14,25,154,0,0,0,0,0,0,265,13,4,18,35,230
