Year,State,District,Total_Male,Male_Below_5_years,Male_5 years_&_Above_Below_14_years,Male_14_years_&_Above_Below_18_years,Male_18_years_ &_Above_Below_30_years,Male_30_years_&_ Above_Below_45_years,Male_45_years_&_Above_Below_60_years,Male_60_years_&_Above,Total_Female,Female_Below_5_years,Female_5_years_&_Above_Below_14_years,Female_14_years_&_Above_Below_18_years,Female_18_years_&_Above_Below_30_years,Female_30_years_&_Above_Below_45_years,Female_45_years_&_Above_Below_60_years,Female_60_years_&_Above,Total_Transgender,Transgender_Below_5_years,Transgender_5 years & Above–Below 14  years,Transgender_14_years_&_Above_Below_18_years,Transgender_18_years_&_Above_Below_30_years,Transgender_30_years_&_Above_Below_45_years,Transgender_45_years_&_Above_Below_60_years,Transgender_60_years_&_Above,Grand_Total,Total_Below_5_years,Total_5_years_&_Above_Below_14_years,Total_14 years & Above - Below 18 years,Total_18_years_&_Above_Below_30_years,Total_30_years_&_Above_Below_45_years,Total_45_years_&_Above_Below_60_years,Total_60_years_&_Above
2017-18, Andhra Pradesh,Anantapur,186,0,15,31,69,50,12,9,655,0,11,221,362,50,6,5,0,0,0,0,0,0,0,0,841,0,26,252,431,100,18,14
2017-18, Andhra Pradesh,Chittoor,93,6,19,12,28,15,9,4,354,11,11,116,185,23,3,5,0,0,0,0,0,0,0,0,447,17,30,128,213,38,12,9
2017-18, Andhra Pradesh,Cuddapah,66,2,12,12,19,11,4,6,156,4,9,45,74,19,3,2,0,0,0,0,0,0,0,0,222,6,21,57,93,30,7,8
2017-18, Andhra Pradesh,East Godavari,281,13,22,36,65,81,50,14,411,9,38,110,172,70,6,6,0,0,0,0,0,0,0,0,692,22,60,146,237,151,56,20
2017-18, Andhra Pradesh,Guntakal Railway,9,0,0,2,2,0,1,4,9,0,0,1,7,0,1,0,0,0,0,0,0,0,0,0,18,0,0,3,9,0,2,4
2017-18, Andhra Pradesh,Guntur,247,13,36,37,37,61,41,22,348,13,26,34,173,83,13,6,0,0,0,0,0,0,0,0,595,26,62,71,210,144,54,28
2017-18, Andhra Pradesh,Guntur Urban,202,0,22,21,59,51,25,24,293,2,5,39,205,31,4,7,0,0,0,0,0,0,0,0,495,2,27,60,264,82,29,31
2017-18, Andhra Pradesh,Krishna,156,5,11,3,67,37,22,11,264,3,13,1,190,39,13,5,0,0,0,0,0,0,0,0,420,8,24,4,257,76,35,16
2017-18, Andhra Pradesh,Kurnool,153,11,39,14,28,29,22,10,359,12,25,112,120,70,10,10,0,0,0,0,0,0,0,0,512,23,64,126,148,99,32,20
2017-18, Andhra Pradesh,Nellore,156,2,13,18,35,54,26,8,332,1,11,87,167,55,8,3,488,3,24,105,202,109,34,11,976,6,48,210,404,218,68,22
2017-18, Andhra Pradesh,Prakasham,170,6,20,30,54,31,17,12,323,14,14,35,197,46,12,5,0,0,0,0,0,0,0,0,493,20,34,65,251,77,29,17
2017-18, Andhra Pradesh,Rajahmundry,97,0,15,6,28,25,13,10,127,3,8,25,74,11,4,2,0,0,0,0,0,0,0,0,224,3,23,31,102,36,17,12
2017-18, Andhra Pradesh,Srikakulam,75,3,7,10,18,17,10,10,129,7,2,24,76,13,5,2,0,0,0,0,0,0,0,0,204,10,9,34,94,30,15,12
2017-18, Andhra Pradesh,Tirupathi Urban,142,7,9,23,11,29,32,31,185,3,12,46,72,30,11,11,0,0,0,0,0,0,0,0,327,10,21,69,83,59,43,42
2017-18, Andhra Pradesh,Vijayawada City,355,0,21,55,100,85,41,53,626,0,12,130,364,80,14,26,0,0,0,0,0,0,0,0,981,0,33,185,464,165,55,79
2017-18, Andhra Pradesh,Vijayawada Railway,16,2,0,1,4,3,3,3,10,0,0,2,3,3,1,1,0,0,0,0,0,0,0,0,26,2,0,3,7,6,4,4
2017-18, Andhra Pradesh,Visakha Rural,96,5,10,12,26,20,14,9,141,3,6,17,96,12,2,5,0,0,0,0,0,0,0,0,237,8,16,29,122,32,16,14
2017-18, Andhra Pradesh,Visakhapatnam,292,0,1,12,123,99,43,14,403,1,2,19,288,62,17,14,0,0,0,0,0,0,0,0,695,1,3,31,411,161,60,28
2017-18, Andhra Pradesh,Vizianagaram,81,1,5,9,25,17,12,12,169,6,13,52,82,11,3,2,0,0,0,0,0,0,0,0,250,7,18,61,107,28,15,14
2017-18, Andhra Pradesh,West Godavari,275,4,19,24,86,73,39,30,498,8,13,113,267,66,21,10,0,0,0,0,0,0,0,0,773,12,32,137,353,139,60,40
2017-18, Andhra Pradesh,Total,3148,80,296,368,884,788,436,296,5792,100,231,1229,3174,774,157,127,488,3,24,105,202,109,34,11,9428,183,551,1702,4260,1671,627,434
2017-18,Arunachal Pradesh,Anjaw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-18,Arunachal Pradesh,Changlang,1,0,0,0,0,0,1,0,4,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,5,0,1,1,2,0,1,0
2017-18,Arunachal Pradesh,Crime Branch,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-18,Arunachal Pradesh,Dibang Valley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-18,Arunachal Pradesh,Kameng East,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-18,Arunachal Pradesh,Kameng West,1,0,0,0,0,0,1,0,4,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,5,0,0,1,2,1,1,0
2017-18,Arunachal Pradesh,Kurung Kumey,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-18,Arunachal Pradesh,Lohit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-18,Arunachal Pradesh,Longding,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-18,Arunachal Pradesh,Lower Dibang Valley,1,0,0,1,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0
2017-18,Arunachal Pradesh,Papum Pare City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-18,Arunachal Pradesh,Papum Pare Rural,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-18,Arunachal Pradesh,Siang East,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-18,Arunachal Pradesh,Siang Upper,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-18,Arunachal Pradesh,Siang West,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-18,Arunachal Pradesh,Subansiri Lower,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-18,Arunachal Pradesh,Subansiri Upper,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-18,Arunachal Pradesh,Tawang,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-18,Arunachal Pradesh,Tirap,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-18,Arunachal Pradesh,Namsai,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-18,Arunachal Pradesh,Siang,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-18,Arunachal Pradesh,Kamle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-18,Arunachal Pradesh,Lower Siang,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-18,Arunachal Pradesh,Leparada,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-18,Arunachal Pradesh,Total,3,0,0,1,0,0,2,0,12,0,1,6,4,1,0,0,0,0,0,0,0,0,0,0,15,0,1,7,4,1,2,0
2017-18,Assam,BIEO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-18,Assam,Barpeta,11,0,0,3,5,2,1,0,13,0,0,3,5,4,1,0,0,0,0,0,0,0,0,0,24,0,0,6,10,6,2,0
2017-18,Assam,Baksa,29,0,8,6,6,7,2,0,106,0,5,7,70,22,1,1,0,0,0,0,0,0,0,0,135,0,13,13,76,29,3,1
2017-18,Assam,Bongaigaon,14,4,1,1,4,2,2,0,104,0,4,28,39,29,4,0,0,0,0,0,0,0,0,0,118,4,5,29,43,31,6,0
2017-18,Assam,CID,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-18,Assam,Cachar,122,1,15,14,32,34,19,7,369,2,20,20,206,113,7,1,0,0,0,0,0,0,0,0,491,3,35,34,238,147,26,8
2017-18,Assam,Chirang,39,25,8,4,2,0,0,0,79,0,45,10,20,4,0,0,0,0,0,0,0,0,0,0,118,25,53,14,22,4,0,0
2017-18,Assam,Darrang,29,0,0,0,11,12,6,0,64,0,0,0,34,22,8,0,0,0,0,0,0,0,0,0,93,0,0,0,45,34,14,0
2017-18,Assam,Dhemaji,52,0,6,11,19,10,5,1,89,0,5,10,59,15,0,0,0,0,0,0,0,0,0,0,141,0,11,21,78,25,5,1
2017-18,Assam,Dhubri,63,0,5,12,19,24,2,1,144,0,10,65,63,6,0,0,0,0,0,0,0,0,0,0,207,0,15,77,82,30,2,1
2017-18,Assam,Dibrugarh,26,1,4,3,8,7,3,0,31,0,3,4,12,8,2,2,0,0,0,0,0,0,0,0,57,1,7,7,20,15,5,2
2017-18,Assam,GRP,7,0,1,0,1,3,2,0,6,1,0,1,3,1,0,0,0,0,0,0,0,0,0,0,13,1,1,1,4,4,2,0
2017-18,Assam,Goalpara,15,0,0,0,12,0,3,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,21,0,0,0,12,6,3,0
2017-18,Assam,Golaghat,24,0,0,4,20,0,0,0,374,0,2,119,200,53,0,0,0,0,0,0,0,0,0,0,398,0,2,123,220,53,0,0
2017-18,Assam,Guwahati City,455,3,36,57,116,154,62,27,662,1,21,89,288,221,31,11,0,0,0,0,0,0,0,0,1117,4,57,146,404,375,93,38
2017-18,Assam,Hailakandi,34,0,0,0,5,18,11,0,129,0,0,60,38,21,10,0,0,0,0,0,0,0,0,0,163,0,0,60,43,39,21,0
2017-18,Assam,Hamren,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-18,Assam,Jorhat,19,0,6,7,2,2,1,1,17,0,2,8,1,5,1,0,0,0,0,0,0,0,0,0,36,0,8,15,3,7,2,1
2017-18,Assam,Kamrup,147,0,5,25,53,38,21,5,376,1,11,74,79,169,41,1,0,0,0,0,0,0,0,0,523,1,16,99,132,207,62,6
2017-18,Assam,Karbi Anglong,34,0,13,6,10,2,3,0,41,0,13,22,6,0,0,0,0,0,0,0,0,0,0,0,75,0,26,28,16,2,3,0
2017-18,Assam,Karimganj,72,0,0,3,22,37,9,1,184,0,1,12,106,61,4,0,0,0,0,0,0,0,0,0,256,0,1,15,128,98,13,1
2017-18,Assam,Kokrajhar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-18,Assam,Lakhimpur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-18,Assam,Morigaon,0,0,0,0,0,0,0,0,365,0,0,143,222,0,0,0,0,0,0,0,0,0,0,0,365,0,0,143,222,0,0,0
2017-18,Assam,Dima Hasao,16,1,3,4,4,3,1,0,27,1,3,3,8,10,1,1,0,0,0,0,0,0,0,0,43,2,6,7,12,13,2,1
2017-18,Assam,Nagaon,59,0,3,7,15,19,10,5,120,0,1,16,59,43,1,0,0,0,0,0,0,0,0,0,179,0,4,23,74,62,11,5
2017-18,Assam,Nalbari,6,0,2,0,1,1,2,0,5,0,0,2,2,1,0,0,15,1,2,4,4,2,2,0,26,1,4,6,7,4,4,0
2017-18,Assam,RPO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-18,Assam,SOU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-18,Assam,STF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-18,Assam,Sibsagar,16,0,3,7,4,1,1,0,45,0,3,15,19,4,3,1,0,0,0,0,0,0,0,0,61,0,6,22,23,5,4,1
2017-18,Assam,Sonitpur,57,0,7,18,7,17,8,0,230,0,7,114,71,37,1,0,0,0,0,0,0,0,0,0,287,0,14,132,78,54,9,0
2017-18,Assam,Tinsukia,24,1,4,3,6,8,2,0,62,0,3,11,26,19,3,0,0,0,0,0,0,0,0,0,86,1,7,14,32,27,5,0
2017-18,Assam,Udalguri,53,0,2,9,13,15,14,0,157,0,17,77,58,4,1,0,0,0,0,0,0,0,0,0,210,0,19,86,71,19,15,0
2017-18,Assam,Sadia,20,0,0,6,4,6,2,2,40,0,1,4,13,20,2,0,0,0,0,0,0,0,0,0,60,0,1,10,17,26,4,2
2017-18,Assam,Majuli,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-18,Assam,Biswanath,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-18,Assam,Hojai,97,0,18,40,16,10,12,1,211,0,9,76,95,31,0,0,0,0,0,0,0,0,0,0,308,0,27,116,111,41,12,1
2017-18,Assam,South Salmara,10,0,1,3,4,2,0,0,31,1,1,5,16,8,0,0,0,0,0,0,0,0,0,0,41,1,2,8,20,10,0,0
2017-18,Assam,Charaideo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-18,Assam,Total,1550,36,151,253,421,434,204,51,4087,7,187,998,1818,937,122,18,15,1,2,4,4,2,2,0,5652,44,340,1255,2243,1373,328,69
2017-18,Bihar,Araria,18,1,3,7,5,2,0,0,162,60,55,34,11,2,0,0,0,0,0,0,0,0,0,0,180,61,58,41,16,4,0,0
2017-18,Bihar,Arwal,6,0,4,2,0,0,0,0,31,0,5,22,3,1,0,0,0,0,0,0,0,0,0,0,37,0,9,24,3,1,0,0
2017-18,Bihar,Aurangabad,33,0,4,5,11,9,4,0,51,0,5,30,12,3,1,0,0,0,0,0,0,0,0,0,84,0,9,35,23,12,5,0
2017-18,Bihar,Bagaha,21,2,7,3,2,4,2,1,72,1,15,42,8,5,1,0,0,0,0,0,0,0,0,0,93,3,22,45,10,9,3,1
2017-18,Bihar,Banka,28,1,6,9,6,2,2,2,157,1,28,74,36,16,2,0,0,0,0,0,0,0,0,0,185,2,34,83,42,18,4,2
2017-18,Bihar,Begusarai,42,1,20,15,6,0,0,0,218,2,54,109,46,4,3,0,0,0,0,0,0,0,0,0,260,3,74,124,52,4,3,0
2017-18,Bihar,Bettiah,96,3,21,50,19,2,1,0,69,1,21,25,14,7,0,1,0,0,0,0,0,0,0,0,165,4,42,75,33,9,1,1
2017-18,Bihar,Bhabhua,31,4,10,11,3,1,2,0,107,1,24,62,15,5,0,0,0,0,0,0,0,0,0,0,138,5,34,73,18,6,2,0
2017-18,Bihar,Bhagalpur,49,1,13,16,7,8,3,1,254,2,35,140,49,27,1,0,0,0,0,0,0,0,0,0,303,3,48,156,56,35,4,1
2017-18,Bihar,Bhojpur,23,2,4,6,3,5,3,0,118,0,18,72,18,8,2,0,0,0,0,0,0,0,0,0,141,2,22,78,21,13,5,0
2017-18,Bihar,Buxar,25,2,6,6,5,3,3,0,139,1,30,74,21,13,0,0,0,0,0,0,0,0,0,0,164,3,36,80,26,16,3,0
2017-18,Bihar,Darbhanga,48,3,8,17,11,6,3,0,264,0,38,149,59,15,2,1,0,0,0,0,0,0,0,0,312,3,46,166,70,21,5,1
2017-18,Bihar,Gaya,90,5,22,18,17,14,9,5,305,2,38,174,66,19,3,3,0,0,0,0,0,0,0,0,395,7,60,192,83,33,12,8
2017-18,Bihar,Gopalganj,32,2,3,6,9,4,7,1,208,0,28,135,25,18,2,0,0,0,0,0,0,0,0,0,240,2,31,141,34,22,9,1
2017-18,Bihar,Jamalpur Railway,3,0,1,0,0,2,0,0,3,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,6,0,1,2,0,3,0,0
2017-18,Bihar,Jamui,30,3,7,4,4,6,6,0,121,1,18,65,23,14,0,0,0,0,0,0,0,0,0,0,151,4,25,69,27,20,6,0
2017-18,Bihar,Jehanabad,33,1,18,5,4,4,1,0,96,17,46,25,8,0,0,0,0,0,0,0,0,0,0,0,129,18,64,30,12,4,1,0
2017-18,Bihar,Katihar,37,0,8,18,9,2,0,0,226,11,140,68,7,0,0,0,0,0,0,0,0,0,0,0,263,11,148,86,16,2,0,0
2017-18,Bihar,Katihar Railway,7,1,2,1,0,2,0,1,11,1,1,0,5,3,1,0,0,0,0,0,0,0,0,0,18,2,3,1,5,5,1,1
2017-18,Bihar,Khagaria,23,2,8,9,0,2,2,0,130,0,10,81,33,6,0,0,0,0,0,0,0,0,0,0,153,2,18,90,33,8,2,0
2017-18,Bihar,Kishanganj,17,0,7,4,5,1,0,0,106,0,21,53,23,9,0,0,0,0,0,0,0,0,0,0,123,0,28,57,28,10,0,0
2017-18,Bihar,Lakhisarai,25,0,9,11,4,0,1,0,43,2,7,22,8,4,0,0,0,0,0,0,0,0,0,0,68,2,16,33,12,4,1,0
2017-18,Bihar,Madhepura,21,0,5,9,5,1,1,0,166,0,25,87,45,9,0,0,0,0,0,0,0,0,0,0,187,0,30,96,50,10,1,0
2017-18,Bihar,Madhubani,26,2,17,2,2,2,1,0,180,2,25,95,45,13,0,0,0,0,0,0,0,0,0,0,206,4,42,97,47,15,1,0
2017-18,Bihar,Motihari,53,5,14,10,16,5,2,1,305,2,55,156,71,20,1,0,0,0,0,0,0,0,0,0,358,7,69,166,87,25,3,1
2017-18,Bihar,Munger,34,1,9,11,10,3,0,0,160,2,15,96,45,2,0,0,0,0,0,0,0,0,0,0,194,3,24,107,55,5,0,0
2017-18,Bihar,Muzaffarpur,135,8,37,31,26,21,6,6,495,11,75,250,120,37,2,0,0,0,0,0,0,0,0,0,630,19,112,281,146,58,8,6
2017-18,Bihar,Muzaffarpur Railway,4,2,1,0,0,0,1,0,7,0,0,3,3,1,0,0,0,0,0,0,0,0,0,0,11,2,1,3,3,1,1,0
2017-18,Bihar,Nalanda,120,4,53,32,9,11,8,3,249,3,47,122,55,18,4,0,0,0,0,0,0,0,0,0,369,7,100,154,64,29,12,3
2017-18,Bihar,Naugachia,19,0,10,2,3,2,2,0,83,2,14,49,14,4,0,0,0,0,0,0,0,0,0,0,102,2,24,51,17,6,2,0
2017-18,Bihar,Nawadah,68,2,23,16,15,6,,3,163,2,36,78,39,8,0,0,0,0,0,0,0,0,0,0,231,4,59,94,54,14,3,3
2017-18,Bihar,Patna,319,4,66,82,74,53,29,11,862,3,154,450,183,61,10,1,0,0,0,0,0,0,0,0,1181,7,220,532,257,114,39,12
2017-18,Bihar,Patna Railway,10,2,0,1,0,3,3,1,12,1,0,5,5,1,0,0,0,0,0,0,0,0,0,0,22,3,0,6,5,4,3,1
2017-18,Bihar,Purnea,45,1,5,22,4,7,6,0,157,4,10,102,34,7,0,0,0,0,0,0,0,0,0,0,202,5,15,124,38,14,6,0
2017-18,Bihar,Rohtas,51,0,17,18,4,8,3,1,177,1,40,94,38,3,1,0,0,0,0,0,0,0,0,0,228,1,57,112,42,11,4,1
2017-18,Bihar,Saharsa,40,3,13,7,9,3,4,1,112,2,17,48,30,14,1,0,0,0,0,0,0,0,0,0,152,5,30,55,39,17,5,1
2017-18,Bihar,Samastipur,31,2,9,11,5,3,1,0,258,1,33,150,46,27,1,0,0,0,0,0,0,0,0,0,289,3,42,161,51,30,2,0
2017-18,Bihar,Saran,102,5,29,20,22,17,9,0,407,0,76,232,55,34,5,5,0,0,0,0,0,0,0,0,509,5,105,252,77,51,14,5
2017-18,Bihar,Sheikhpura,21,0,13,1,4,2,0,1,57,2,9,33,9,4,0,0,0,0,0,0,0,0,0,0,78,2,22,34,13,6,0,1
2017-18,Bihar,Sheohar,16,0,3,4,2,3,4,0,65,0,10,44,5,6,0,0,0,0,0,0,0,0,0,0,81,0,13,48,7,9,4,0
2017-18,Bihar,Sitamarhi,76,8,31,22,10,3,2,0,304,2,40,188,69,4,1,0,0,0,0,0,0,0,0,0,380,10,71,210,79,7,3,0
2017-18,Bihar,Siwan,36,2,13,12,5,1,2,1,193,32,117,37,6,1,0,0,0,0,0,0,0,0,0,0,229,34,130,49,11,2,2,1
2017-18,Bihar,Supaul,26,1,7,8,6,2,2,0,133,0,17,81,27,8,0,0,0,0,0,0,0,0,0,0,159,1,24,89,33,10,2,0
2017-18,Bihar,Vaishali,97,7,24,22,17,16,9,2,339,5,36,175,64,56,3,0,0,0,0,0,0,0,0,0,436,12,60,197,81,72,12,2
2017-18,Bihar,Economic Offences Unit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-18,Bihar,Anti Terrorist Squad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-18,Bihar,Total,2067,93,590,566,378,251,147,42,7775,180,1488,4033,1498,518,47,11,0,0,0,0,0,0,0,0,9842,273,2078,4599,1876,769,194,53
2017-18,Chhattisgarh,Balod,82,0,2,8,24,30,13,5,260,0,0,37,136,74,9,4,0,0,0,0,0,0,0,0,342,0,2,45,160,104,22,9
2017-18,Chhattisgarh,Balodbazar,143,1,11,16,57,25,16,17,511,0,3,100,342,41,18,7,0,0,0,0,0,0,0,0,654,1,14,116,399,66,34,24
2017-18,Chhattisgarh,Balrampur,32,1,4,6,7,3,8,3,110,0,6,43,42,12,6,1,0,0,0,0,0,0,0,0,142,1,10,49,49,15,14,4
2017-18,Chhattisgarh,Bemetra,69,0,0,7,26,21,14,1,216,0,1,51,115,40,8,1,0,0,0,0,0,0,0,0,285,0,1,58,141,61,22,2
2017-18,Chhattisgarh,Bilaspur,394,2,30,42,146,95,46,33,950,2,23,242,503,135,26,19,0,0,0,0,0,0,0,0,1344,4,53,284,649,230,72,52
2017-18,Chhattisgarh,Bizapur,8,0,2,1,4,0,0,1,18,0,0,4,12,2,0,0,0,0,0,0,0,0,0,0,26,0,2,5,16,2,0,1
2017-18,Chhattisgarh,Dantewara,23,1,1,2,11,7,1,0,33,0,2,5,23,2,1,0,0,0,0,0,0,0,0,0,56,1,3,7,34,9,2,0
2017-18,Chhattisgarh,Dhamtari,93,0,5,11,28,31,14,4,299,0,0,43,177,65,10,4,0,0,0,0,0,0,0,0,392,0,5,54,205,96,24,8
2017-18,Chhattisgarh,Durg,424,0,22,43,103,136,73,47,873,1,16,173,423,202,43,15,0,0,0,0,0,0,0,0,1297,1,38,216,526,338,116,62
2017-18,Chhattisgarh,Gariyaband,54,0,2,3,24,13,7,5,158,1,5,34,104,10,2,2,0,0,0,0,0,0,0,0,212,1,7,37,128,23,9,7
2017-18,Chhattisgarh,GRP Raipur,15,0,0,0,7,3,4,1,11,0,0,1,6,1,3,0,0,0,0,0,0,0,0,0,26,0,0,1,13,4,7,1
